1,0.176875,0.702125,0.12103
10,0.145485,0.74125,0.113235
11,0.145995,0.731115,0.12289
12,0.13673,0.762475,0.10082
13,0.08837,0.77063,0.140975
14,0.1016,0.771975,0.12646
15,0.19363,0.726795,0.07957
16,0.169495,0.699265,0.13121
17,0.168755,0.72145,0.109825
18,0.137235,0.73912,0.12367
19,0.153535,0.716955,0.12952
2,0.1365,0.715885,0.14764
20,0.149765,0.711265,0.13894
21,0.129135,0.75012,0.120735
22,0.130015,0.74881,0.12118
23,0.143765,0.74323,0.11297
24,0.140835,0.729145,0.12998
25,0.15176,0.73255,0.115685
26,0.15247,0.726905,0.120635
27,0.13494,0.726405,0.13866
28,0.130155,0.74325,0.12661
29,0.11473,0.77179,0.11346
3,0.156205,0.712285,0.131525
30,0.115445,0.759895,0.12466
4,0.151635,0.73166,0.116665
5,0.215735,0.659305,0.12495
6,0.174635,0.72383,0.101495
7,0.18456,0.6928300000000001,0.122635
8,0.156795,0.73939,0.10379
9,0.15563,0.722345,0.12203
