1,0.11845,0.05055,0.17955000000000002,0.14745,0.34845
10,0.18829145728643215,0.03753768844221106,0.18226130653266331,0.10954773869346734,0.3262814070351759
11,0.1524,0.04185,0.1384,0.14235,0.3493
12,0.12255,0.04425,0.15565,0.14715,0.3851
13,0.1462,0.0212,0.1525,0.1537,0.38575
14,0.156,0.038650000000000004,0.1205,0.12430000000000001,0.4301
15,0.136,0.05195,0.1486,0.1217,0.39145
16,0.12455555555555556,0.057666666666666665,0.14316666666666666,0.1653888888888889,0.3308333333333333
17,0.10337078651685393,0.06219101123595506,0.1360674157303371,0.11275280898876405,0.36629213483146067
18,0.12625,0.0383,0.13520000000000001,0.15725,0.3678
19,0.1318,0.052700000000000004,0.1552,0.157,0.4028
2,0.09945578231292516,0.05666666666666667,0.1854421768707483,0.13585034013605443,0.30489795918367346
20,0.11205,0.0528,0.131,0.1547,0.3792
21,0.1369,0.04445,0.12185,0.18295,0.3885
22,0.1259,0.05195,0.13975,0.14575,0.39615
23,0.1298,0.054150000000000004,0.16720000000000002,0.12125,0.347
24,0.11742138364779875,0.036226415094339624,0.21276729559748428,0.11075471698113208,0.3590566037735849
25,0.15025,0.0328,0.1401,0.1286,0.36295
26,0.10865,0.0388,0.1833,0.1515,0.4019
27,0.08785,0.0299,0.19555,0.17205,0.3942
28,0.1037,0.04865,0.158,0.14765,0.39135
29,0.12915000000000001,0.0569,0.15685,0.13735,0.3742
3,0.10993150684931507,0.0563013698630137,0.16342465753424656,0.11808219178082192,0.36705479452054796
30,0.10490000000000001,0.05985,0.1418,0.1625,0.28535
31,0.10005405405405406,0.05454054054054054,0.12854054054054054,0.1547027027027027,0.2911891891891892
4,0.11800000000000001,0.041550000000000004,0.169,0.16885,0.4022
5,0.1131,0.0191,0.1668,0.122,0.44335
6,0.13035,0.03955,0.17815,0.1528,0.33365
7,0.09925,0.030250000000000003,0.15935,0.14585,0.37485
8,0.1221,0.057300000000000004,0.15485000000000002,0.1675,0.38280000000000003
9,0.11015463917525774,0.06664948453608248,0.16335051546391752,0.16077319587628866,0.2821134020618557
