1,0.09745454545454546,0.04963636363636364,0.20824242424242426,0.19272727272727272,0.33654545454545454
10,0.11225,0.06085,0.18810000000000002,0.14455,0.3887
11,0.13775,0.0597,0.1916,0.14945,0.34635
12,0.10585,0.049550000000000004,0.19685,0.17775,0.32955
13,0.1363,0.06775,0.1516,0.1529,0.3663
14,0.13745,0.07295,0.26575,0.1081,0.28045
15,0.14315,0.0468,0.22215000000000001,0.14405,0.2784
16,0.1432,0.0604,0.214,0.17705,0.32495
17,0.0888,0.0658,0.19355,0.14035,0.36105
18,0.11565,0.05,0.19025,0.18085,0.34765
19,0.1163,0.0618,0.18765,0.157,0.32185
2,0.1422,0.04365,0.1661,0.1963,0.3214
20,0.10208333333333333,0.06328125,0.168125,0.14713541666666666,0.3832291666666667
21,0.12859756097560976,0.08542682926829269,0.19207317073170732,0.15097560975609756,0.3016463414634146
22,0.16097222222222224,0.06395833333333334,0.20180555555555557,0.15555555555555556,0.2982638888888889
23,0.09395,0.056900000000000006,0.2014,0.13945,0.38295
24,0.15165,0.0758,0.1916,0.13355,0.36685
25,0.1064,0.05235,0.21295,0.12785,0.375
26,0.1279,0.052000000000000005,0.2131,0.1372,0.32965
27,0.1297,0.0737,0.16570000000000001,0.1287,0.34665
28,0.16725190839694656,0.06931297709923664,0.1450381679389313,0.11312977099236642,0.3065648854961832
29,0.1246969696969697,0.059772727272727276,0.14234848484848486,0.1625,0.38901515151515154
3,0.13355,0.04115,0.167,0.1469,0.321
30,0.09375,0.05625,0.1474,0.12,0.4323
31,0.10725,0.04015,0.18165,0.15610000000000002,0.39435
4,0.12085,0.0658,0.1329,0.14535,0.39505
5,0.10825,0.06280000000000001,0.18495,0.15535000000000002,0.3331
6,0.1468,0.0678,0.18545,0.13135,0.36815
7,0.1592485549132948,0.05601156069364162,0.18554913294797687,0.15664739884393064,0.27433526011560694
8,0.12272,0.08864,0.14272,0.14872,0.32872
9,0.11723529411764706,0.049058823529411766,0.155,0.12911764705882353,0.39029411764705885
