1,0.1123,0.04575,0.1857,0.16915,0.3663
10,0.1739,0.04305,0.2353,0.12515,0.3022
11,0.17,0.06760000000000001,0.1819,0.14785,0.302
12,0.0816,0.0579,0.1776,0.1767,0.3704
13,0.12045,0.050050000000000004,0.21815,0.1374,0.36825
14,0.09515,0.0187,0.19965,0.203,0.36265000000000003
15,0.06865,0.03585,0.20545,0.17205,0.37295
16,0.1036,0.0412,0.18085,0.1575,0.3565
17,0.1338,0.03895,0.17785,0.1896,0.38405
18,0.08465,0.0502,0.1843,0.1691,0.3565
19,0.10305,0.035500000000000004,0.20835,0.14200000000000002,0.41065
2,0.1281,0.05675,0.19490000000000002,0.14475,0.36025
20,0.10175000000000001,0.06965,0.16485,0.1836,0.36445
21,0.10375,0.036,0.19155,0.21095,0.33755
22,0.1075,0.04015,0.19795000000000001,0.198,0.34605
23,0.09795,0.030000000000000002,0.19515,0.17425000000000002,0.35225
24,0.07745,0.04935,0.1906,0.1767,0.3352
25,0.052000000000000005,0.04105,0.1709,0.394,0.2666
26,0.0589,0.01205,0.097,0.2488,0.2181
27,0.0672,0.026850000000000002,0.1862,0.20535,0.3636
28,0.13335,0.0293,0.23070000000000002,0.1764,0.32485
29,0.23215,0.0253,0.13175,0.1384,0.32180000000000003
3,0.1075,0.04435,0.1891,0.15940000000000001,0.39915
30,0.08745,0.041,0.19165000000000001,0.13895,0.38545
31,0.08295,0.0591,0.2051,0.1535,0.3887
4,0.09625,0.03615,0.1902,0.1687,0.3985
5,0.09075,0.0491,0.1805,0.17415,0.36455
6,0.14755000000000001,0.06325,0.21645,0.1539,0.29335
7,0.16895,0.05105,0.1821,0.15265,0.36985
8,0.11900000000000001,0.04745,0.16235,0.1964,0.29410000000000003
9,0.1378,0.0463,0.1968,0.1703,0.3032
