1,0.12614,0.75375,0.12012
10,0.13534,0.748155,0.116515
11,0.11193,0.75594,0.13212
12,0.121315,0.7459,0.13277
13,0.100255,0.79099,0.108755
14,0.111735,0.77776,0.110515
15,0.1025,0.759915,0.137585
16,0.1288,0.747075,0.12412
17,0.15697,0.7294350000000001,0.113595
18,0.142045,0.73559,0.12236
19,0.126675,0.77041,0.10288
2,0.09465,0.774845,0.13048
20,0.146685,0.738665,0.114635
21,0.13086,0.75314,0.115965
22,0.101125,0.778015,0.12085
23,0.132165,0.74202,0.12585
24,0.13221,0.71319,0.15461
25,0.128825,0.782935,0.088225
26,0.130325,0.74037,0.12932
27,0.15959500000000001,0.728285,0.112115
28,0.12002,0.734665,0.14533
29,0.12828,0.74831,0.123425
3,0.16312,0.74391,0.092985
30,0.18887,0.70424,0.106895
31,0.152375,0.71116,0.136465
4,0.138965,0.70782,0.153195
5,0.15309,0.73605,0.110855
6,0.122515,0.7613,0.11619
7,0.106485,0.770315,0.1232
8,0.1489,0.72516,0.12593000000000001
9,0.13096,0.75832,0.110725
