1,0.108885,0.730505,0.16061
10,0.12613,0.72276,0.151115
11,0.11343,0.73873,0.147865
12,0.11887,0.71866,0.16245
13,0.138725,0.758735,0.10253
14,0.12151,0.74247,0.135985
15,0.078445,0.767565,0.15398
16,0.100295,0.759345,0.140395
17,0.10604,0.731635,0.162325
18,0.1217,0.7124,0.165915
19,0.114255,0.747245,0.138545
2,0.118425,0.714815,0.166735
20,0.125375,0.739155,0.135485
21,0.11746,0.74953,0.133
22,0.136235,0.73892,0.12483
23,0.12762,0.745405,0.12696
24,0.10771,0.77407,0.11825
25,0.113135,0.720495,0.1664
26,0.107555,0.78612,0.10631
27,0.106835,0.734635,0.15852
28,0.123885,0.762595,0.11347
29,0.06268,0.757295,0.180015
3,0.103345,0.72642,0.17022
30,0.109795,0.74781,0.1424
31,0.08299,0.76397,0.15303
4,0.12089,0.74464,0.13444
5,0.086775,0.75345,0.15978
6,0.117665,0.718675,0.16369
7,0.0987,0.734365,0.16695
8,0.110755,0.7395,0.14975
9,0.14666,0.73686,0.11649
