1,0.15081521739130435,0.05597826086956522,0.2007608695652174,0.13206521739130436,0.36179347826086955
10,0.1208,0.0445,0.14295,0.14200000000000002,0.41945
11,0.18525,0.05315,0.12285,0.14765,0.40545
12,0.0898,0.0698,0.18795,0.1577,0.37425
13,0.06315,0.029500000000000002,0.18795,0.16115000000000002,0.3978
14,0.12415,0.05255,0.199,0.1655,0.3633
15,0.09665,0.0658,0.19495,0.16195,0.37975000000000003
16,0.08750000000000001,0.07245,0.19345,0.16845,0.34245
17,0.08655,0.043750000000000004,0.18125,0.17185,0.3664
18,0.08145,0.04625,0.2191,0.1668,0.38065
19,0.09255000000000001,0.0712,0.1952,0.12835,0.41175
2,0.1252,0.07390000000000001,0.197,0.1012,0.4074
20,0.08695,0.0623,0.25015,0.124,0.381
21,0.1136,0.05475,0.1979,0.16090000000000002,0.36715000000000003
22,0.08335000000000001,0.06655,0.18985,0.1298,0.4195
23,0.0842,0.0584,0.17295,0.14695,0.43195
24,0.10325000000000001,0.0719,0.16525,0.13045,0.43865
25,0.0874,0.0758,0.1718,0.17075,0.3739
26,0.10425,0.03445,0.1664,0.13935,0.4603
27,0.13141414141414143,0.04757575757575758,0.19626262626262628,0.14005050505050506,0.30762626262626264
28,0.11364197530864198,0.06858024691358025,0.2069753086419753,0.12074074074074075,0.38462962962962965
29,0.10155,0.05715,0.16655,0.15035,0.42915
3,0.0801,0.07545,0.1717,0.20995,0.35695
30,0.07315,0.047400000000000005,0.1916,0.14095,0.4418
4,0.09280000000000001,0.062400000000000004,0.1824,0.15185,0.4102
5,0.11045,0.05895,0.18005000000000002,0.15045,0.4347
6,0.08317948717948719,0.06574358974358975,0.1884102564102564,0.15923076923076923,0.3436923076923077
7,0.06155,0.06165,0.22505,0.17235,0.3737
8,0.0966,0.0609,0.1269,0.1775,0.34275
9,0.1024,0.05305,0.15605,0.1634,0.40415
