1,0.11305,0.75875,0.12825
10,0.106995,0.785085,0.10795
11,0.103255,0.764855,0.13191
12,0.08866,0.758805,0.152555
13,0.123875,0.753015,0.12316
14,0.136405,0.7301,0.13352
15,0.096835,0.771435,0.1317
16,0.11644,0.7639,0.11966
17,0.09673,0.78709,0.1162
18,0.09323,0.775095,0.13165
19,0.10603,0.78353,0.11043
2,0.1166,0.763435,0.119965
20,0.13579,0.74221,0.121965
21,0.080065,0.76064,0.159275
22,0.10519,0.772395,0.122415
23,0.14164,0.75854,0.09983
24,0.1625,0.715675,0.121795
25,0.098275,0.778015,0.123725
26,0.105685,0.783545,0.110775
27,0.10013,0.78355,0.1163
28,0.089535,0.786515,0.12398
29,0.109215,0.788855,0.10192
3,0.10395,0.775935,0.120135
30,0.1071,0.76053,0.13235
4,0.1181,0.74858,0.133325
5,0.09114,0.794475,0.1144
6,0.089965,0.778715,0.13132
7,0.120535,0.756755,0.12274
8,0.10570500000000001,0.7798,0.11446
9,0.11981,0.76374,0.116445
