1,0.15295,0.71367,0.133355
10,0.15946,0.69735,0.143225
11,0.15515500000000002,0.697225,0.14764
12,0.16096,0.702675,0.13636
13,0.148055,0.732345,0.11957
14,0.16147,0.68136,0.15717
15,0.155825,0.69322,0.15095
16,0.1511,0.707085,0.141805
17,0.159945,0.685215,0.154805
18,0.164675,0.71417,0.12115000000000001
19,0.158195,0.72739,0.11442
2,0.162325,0.704475,0.13317
20,0.172165,0.690375,0.137495
21,0.150435,0.72528,0.12427
22,0.1803,0.689325,0.13038
23,0.14146,0.696635,0.16191
24,0.157235,0.699915,0.142845
25,0.146905,0.743355,0.10975
26,0.15207,0.700225,0.1477
27,0.15428,0.71617,0.129535
28,0.16765,0.71817,0.114175
29,0.160685,0.704585,0.13475
3,0.15248,0.71032,0.137215
30,0.13464,0.704195,0.161185
31,0.14991,0.715555,0.13454
4,0.14818,0.71333,0.138515
5,0.15921,0.687845,0.152945
6,0.17694,0.671205,0.15186
7,0.14864,0.712945,0.1384
8,0.15273,0.662095,0.185115
9,0.18235,0.693755,0.12387
