1,0.101635,0.779735,0.11866499999999999
10,0.08962,0.79922,0.111155
11,0.117775,0.776765,0.105465
12,0.117675,0.783595,0.098715
13,0.11939,0.769195,0.11142
14,0.11155999999999999,0.78752,0.100925
15,0.11631999999999999,0.74905,0.134625
16,0.11033,0.76449,0.12518
17,0.09394,0.77735,0.128715
18,0.10262,0.79435,0.103045
19,0.1186,0.76847,0.112915
2,0.114495,0.769885,0.11562
20,0.12266,0.75569,0.12165
21,0.103285,0.79361,0.10313
22,0.099275,0.79464,0.106055
23,0.10601,0.768775,0.12521
24,0.10826,0.757025,0.134785
25,0.10134,0.78172,0.11691
26,0.11986,0.696455,0.18367
27,0.10502,0.74812,0.14689
28,0.099215,0.74965,0.151125
29,0.11067,0.755385,0.133965
3,0.08441,0.790125,0.12546
30,0.08527,0.7814450000000001,0.13326
31,0.11002,0.77327,0.116675
4,0.088085,0.789235,0.12269
5,0.11083,0.782605,0.10654
6,0.115325,0.787575,0.097105
7,0.129195,0.72374,0.1471
8,0.1205,0.765685,0.113805
9,0.105905,0.779985,0.114085
